anno,img,label
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/25. shishusana-or-the-child-pose copy.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/25. shishusana-or-the-child-pose copy.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/49. screen-shot-2016-11-08-at-16.16.43-e1478710868586.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/49. screen-shot-2016-11-08-at-16.16.43-e1478710868586.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/37. balasana-2.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/37. balasana-2.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/46. screen-shot-2016-11-08-at-16.16.43-e1478710868586.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/46. screen-shot-2016-11-08-at-16.16.43-e1478710868586.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/45. curry-_sisters_child-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/45. curry-_sisters_child-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/32. child-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/32. child-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/27. balasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/27. balasana.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/6. balasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/6. balasana.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/10. 22.10.2017-e1508409633499.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/10. 22.10.2017-e1508409633499.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/15. balasana-childs-resting-pose-helps-alleviate-stress-and-anxiety.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/15. balasana-childs-resting-pose-helps-alleviate-stress-and-anxiety.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/45. curry-_sisters_child-pose copy.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/45. curry-_sisters_child-pose copy.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/8. ananda-balasana-happy-child-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/8. ananda-balasana-happy-child-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/44. extended-child-pose1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/44. extended-child-pose1.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/29. child-s-pose-stretch_orig.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/29. child-s-pose-stretch_orig.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/41. childs-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/41. childs-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/21. child-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/21. child-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/18. balasana2c+double+bolster.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/18. balasana2c+double+bolster.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/48. parsva-balasana-_23 copy.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/48. parsva-balasana-_23 copy.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/22. content_blog_inner_94c5556e.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/22. content_blog_inner_94c5556e.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/12. child_pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/12. child_pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/1. image0011.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/1. image0011.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/46. images-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/46. images-3.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/48. parsva-balasana-_23.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/48. parsva-balasana-_23.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/2. childs-pose-modifications-plus-size-yoga.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/2. childs-pose-modifications-plus-size-yoga.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/23. child-402x.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/23. child-402x.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/25. shishusana-or-the-child-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/25. shishusana-or-the-child-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/1. child_wide-2x.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/1. child_wide-2x.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/10. 17.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/10. 17.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/9. setubandhasana-balasana.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/9. setubandhasana-balasana.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/24. 3-childspose-shutterstock.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/24. 3-childspose-shutterstock.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/24. d5c032bbf41c1ec359790477ec48836d.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/24. d5c032bbf41c1ec359790477ec48836d.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/16. screen+shot+2018-03-02+at+6.23.32+pm.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/16. screen+shot+2018-03-02+at+6.23.32+pm.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/11. d52a384b55f968afda3e4717b9e76f31.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/11. d52a384b55f968afda3e4717b9e76f31.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/17. extended-child-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/17. extended-child-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/14. stretching-inner-thighs-balasana-baddha-konasana-side-splits-malasana-man-15965869.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/14. stretching-inner-thighs-balasana-baddha-konasana-side-splits-malasana-man-15965869.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/20. balasana-childs-pose.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/20. balasana-childs-pose.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/20. yoga_child.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/20. yoga_child.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/30. yoga-child-pose-800x480.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/30. yoga-child-pose-800x480.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/43. content.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/balasana/43. content.png,balasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/33-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/47-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/40-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/7-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/19-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/44-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/13-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/25-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/4-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/21-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/39-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/88-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/85-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/35-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/79-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/79-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/81-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/73-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/77-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/77-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/38-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/94-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/92-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/6-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/75-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/87-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/87-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/45-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/45-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/28-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/23-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/71-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/71-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/27-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/64-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/35-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/35-1.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/91-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/91-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/96-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/96-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/14-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/9-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/3-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/67-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/67-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/66-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/66-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/16-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/57-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/98-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/95-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/18-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/93-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/5-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/26-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/86-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/55-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/22-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/78-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/78-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/53-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/58-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/80-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/80-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/59-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/59-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/15-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/52-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/43-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/0-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/83-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/83-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/anjaneyasana/89-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/anjaneyasana/89-0.png,anjaneyasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/33-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/47-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/47-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/40-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/7-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/54-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/42-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/44-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/44-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/13-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/29-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/25-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/56-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/4-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/21-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/39-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/35-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/31-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/38-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/34-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/0-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/0-1.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/6-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/30-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/60-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/60-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/20-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/20-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/48-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/28-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/23-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/23-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/41-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/36-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/24-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/2-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/27-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/27-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/37-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/37-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/14-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/3-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/11-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/11-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/50-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/50-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/16-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/57-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/57-0.png,vriksasana
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/27-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_images/vriksasana/27-1.png,vriksasana
