keys_0_anno,keys_1_anno,keys_2_anno,score_0,score_1,score_2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/5-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita trikonasana/72-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/20-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/43-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tittibhasana/32-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/21-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/53-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tittibhasana/37-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parsva bakasana/41-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/baddha konasana/2. 2-bound-angle-pose.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/3-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/urdhva dhanurasana/13-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/16-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/38-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/15-5.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/7-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/32-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/81-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/23-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/68-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/19-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/38-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/urdhva prasarita eka padasana/83-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/52-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana iii/53-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/24-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/51-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/camatkarasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/adho mukha svanasana/8. benefits-of-downward-dog_orig.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/13-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/38. 2018-05-04-chair-pose.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/21-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/13-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/29-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paschimottanasana/117-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/29-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paripurna navasana/93-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujapidasana/107-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/2. childs-pose-modifications-plus-size-yoga.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/baddha konasana/1. baddha-konasana-bound-angular-pose.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana iii/79-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/tittibhasana/51-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/70-3.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana iii/67-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/35-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/malasana/55-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/22-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/baddha konasana/79. dsc_6815.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/adho mukha svanasana/39. screen-shot-2019-01-02-at-5.02.56-pm.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/97-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta virasana/74-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/matsyasana/61-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita hasta padangustasana/92-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/17-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/baddha konasana/15. reclined_pose_large.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/7-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/87-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta padangusthasana/61-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/17-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ananda balasana/80-3.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/48-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/urdhva prasarita eka padasana/42-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/6-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/5-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/17. utkatasana_richtig_yoga_journal.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/36-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/45-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/virabhadrasana iii/11-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/28-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/8-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/84-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/68-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/76-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha uttanasana/96-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/3-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/9-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/81-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/16-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/14-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/20-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/53-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/95-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/30-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/paschimottanasana/77-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/18-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/27-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/79-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/5. utkatasana-chair-pose.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/93-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/92-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/chaturanga dandasana/32-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/51-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ananda balasana/80-3.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/garudasana/82-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/46-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parsva bakasana/70-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/purvottanasana/10-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/49-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita trikonasana/56-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/86-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/61-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita hasta padangustasana/96-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/22-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/95-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/64-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/43-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/8-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/34-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/37-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/10-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/20-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/10-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/41-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/baddha konasana/23. copy-of-copy-of-exercise4.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/63-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utkatasana/1. chair-2x.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/12-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/89-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/72-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/98-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/makarasana/82-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/62-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/29-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/4-1.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/43-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/2-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/43-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/0-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salabhasana/24-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/1-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/savasana/70-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/65-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/salamba sarvangasana/73-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ardha matsyendrasana/40-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/33-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/26-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/prasarita padottanasana/43-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/94-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/adho mukha svanasana/33. screenshot_2015-02-10-12-04-46.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/7-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/malasana/23-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/74-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/35-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/42-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/67-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita parsvakonasana/65-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/86-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vasisthasana/2-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/29-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/55-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta padangusthasana/20-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/25-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/3-3.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta matsyendrasana/50-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/84-4.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/54-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/vriksasana/2-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/56-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/75-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/supta padangusthasana/42-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/4-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/58-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/balasana/9. setubandhasana-balasana.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/21-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/15-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/bhujapidasana/197-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/39-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/19-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/adho mukha svanasana/46. yoga7b-754x394.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/88-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/31-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/upavistha konasana/1-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/74-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/55-1.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/utthita hasta padangustasana/83-0.txt,0,1,2
/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/85-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/ustrasana/40-0.txt,/hpctmp/e0703350_yoga/datas/datasets_1/yoga_anno/parivrtta trikonasana/97-0.txt,0,1,2
